County,County,State,T_TTL_EST1,T_TTL_MOE1,T_5_17y_TTL_EST2,T_5_17y_TTL_MOE2,T_5_17y_SpOEng_TTL_EST3,T_5_17y_SpOEng_TTL_MOE3,T_5_17y_SpSpan_TTL_EST4,T_5_17y_SpSpan_TTL_MOE4,T_5_17y_SpSpan_SpEngVW_TTL_EST5,T_5_17y_SpSpan_SpEngVW_TTL_MOE5,T_5_17y_SpSpan_SpEngW_TTL_EST6,T_5_17y_SpSpan_SpEngW_TTL_MOE6,T_5_17y_SpSpan_SpEngNoW_TTL_EST7,T_5_17y_SpSpan_SpEngNoW_TTL_MOE7,T_5_17y_SpSpan_SpEngNoA_TTL_EST8,T_5_17y_SpSpan_SpEngNoA_TTL_MOE8,T_5_17y_SpOIEL_TTL_EST9,T_5_17y_SpOIEL_TTL_MOE9,T_5_17y_SpOIEL_SpEngVW_TTL_EST10,T_5_17y_SpOIEL_SpEngVW_TTL_MOE10,T_5_17y_SpOIEL_SpEngW_TTL_EST11,T_5_17y_SpOIEL_SpEngW_TTL_MOE11,T_5_17y_SpOIEL_SpEngNoW_TTL_EST12,T_5_17y_SpOIEL_SpEngNoW_TTL_MOE12,T_5_17y_SpOIEL_SpEngNoA_TTL_EST13,T_5_17y_SpOIEL_SpEngNoA_TTL_MOE13,T_5_17y_SpAPIL_TTL_EST14,T_5_17y_SpAPIL_TTL_MOE14,T_5_17y_SpAPIL_SpEngVW_TTL_EST15,T_5_17y_SpAPIL_SpEngVW_TTL_MOE15,T_5_17y_SpAPIL_SpEngW_TTL_EST16,T_5_17y_SpAPIL_SpEngW_TTL_MOE16,T_5_17y_SpAPIL_SpEngNoW_TTL_EST17,T_5_17y_SpAPIL_SpEngNoW_TTL_MOE17,T_5_17y_SpAPIL_SpEngNoA_TTL_EST18,T_5_17y_SpAPIL_SpEngNoA_TTL_MOE18,T_5_17y_SpOthL_TTL_EST19,T_5_17y_SpOthL_TTL_MOE19,T_5_17y_SpOthL_SpEngVW_TTL_EST20,T_5_17y_SpOthL_SpEngVW_TTL_MOE20,T_5_17y_SpOthL_SpEngW_TTL_EST21,T_5_17y_SpOthL_SpEngW_TTL_MOE21,T_5_17y_SpOthL_SpEngNoW_TTL_EST22,T_5_17y_SpOthL_SpEngNoW_TTL_MOE22,T_5_17y_SpOthL_SpEngNoA_TTL_EST23,T_5_17y_SpOthL_SpEngNoA_TTL_MOE23,T_18_64y_TTL_EST24,T_18_64y_TTL_MOE24,T_18_64y_SpOEng_TTL_EST25,T_18_64y_SpOEng_TTL_MOE25,T_18_64y_SpSpan_TTL_EST26,T_18_64y_SpSpan_TTL_MOE26,T_18_64y_SpSpan_SpEngVW_TTL_EST27,T_18_64y_SpSpan_SpEngVW_TTL_MOE27,T_18_64y_SpSpan_SpEngW_TTL_EST28,T_18_64y_SpSpan_SpEngW_TTL_MOE28,T_18_64y_SpSpan_SpEngNoW_TTL_EST29,T_18_64y_SpSpan_SpEngNoW_TTL_MOE29,T_18_64y_SpSpan_SpEngNoA_TTL_EST30,T_18_64y_SpSpan_SpEngNoA_TTL_MOE30,T_18_64y_SpOIEL_SpEngNoW_TTL_EST31,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE31,T_18_64y_SpOIEL_SpEngVW_TTL_EST32,T_18_64y_SpOIEL_SpEngVW_TTL_MOE32,T_18_64y_SpOIEL_SpEngW_TTL_EST33,T_18_64y_SpOIEL_SpEngW_TTL_MOE33,T_18_64y_SpOIEL_SpEngNoW_TTL_EST34,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE34,T_18_64y_SpOIEL_SpEngNoA_TTL_EST35,T_18_64y_SpOIEL_SpEngNoA_TTL_MOE35,T_18_64y_SpAPIL_TTL_EST36,T_18_64y_SpAPIL_TTL_MOE36,T_18_64y_SpAPIL_SpEngVW_TTL_EST37,T_18_64y_SpAPIL_SpEngVW_TTL_MOE37,T_18_64y_SpAPIL_SpEngW_TTL_EST38,T_18_64y_SpAPIL_SpEngW_TTL_MOE38,T_18_64y_SpAPIL_SpEngNoW_TTL_EST39,T_18_64y_SpAPIL_SpEngNoW_TTL_MOE39,T_18_64y_SpAPIL_SpEngNoA_TTL_EST40,T_18_64y_SpAPIL_SpEngNoA_TTL_MOE40,T_18_64y_SpOthL_TTL_EST41,T_18_64y_SpOthL_TTL_MOE41,T_18_64y_SpOthL_SpEngVW_TTL_EST42,T_18_64y_SpOthL_SpEngVW_TTL_MOE42,T_18_64y_SpOthL_SpEngW_TTL_EST43,T_18_64y_SpOthL_SpEngW_TTL_MOE43,T_18_64y_SpOthL_SpEngNoW_TTL_EST44,T_18_64y_SpOthL_SpEngNoW_TTL_MOE44,T_18_64y_SpOthL_SpEngNoA_TTL_EST45,T_18_64y_SpOthL_SpEngNoA_TTL_MOE45,T_65y_TTL_EST46,T_65y_TTL_MOE46,T_65y_SpOEng_TTL_EST47,T_65y_SpOEng_TTL_MOE47,T_65y_SpSpan_TTL_EST48,T_65y_SpSpan_TTL_MOE48,T_65y_SpSpan_SpEngVW_TTL_EST49,T_65y_SpSpan_SpEngVW_TTL_MOE49,T_65y_SpSpan_SpEngW_TTL_EST50,T_65y_SpSpan_SpEngW_TTL_MOE50,T_65y_SpSpan_SpEngNoW_TTL_EST51,T_65y_SpSpan_SpEngNoW_TTL_MOE51,T_65y_SpSpan_SpEngNoA_TTL_EST52,T_65y_SpSpan_SpEngNoA_TTL_MOE52,T_65y_SpOIEL_TTL_EST53,T_65y_SpOIEL_TTL_MOE53,T_65y_SpOIEL_SpEngVW_TTL_EST54,T_65y_SpOIEL_SpEngVW_TTL_MOE54,T_65y_SpOIEL_SpEngW_TTL_EST55,T_65y_SpOIEL_SpEngW_TTL_MOE55,T_65y_SpOIEL_SpEngNoW_TTL_EST56,T_65y_SpOIEL_SpEngNoW_TTL_MOE56,T_65y_SpOIEL_SpEngNoA_TTL_EST57,T_65y_SpOIEL_SpEngNoA_TTL_MOE57,T_65y_SpAPIL_TTL_EST58,T_65y_SpAPIL_TTL_MOE58,T_65y_SpAPIL_SpEngVW_TTL_EST59,T_65y_SpAPIL_SpEngVW_TTL_MOE59,T_65y_SpAPIL_SpEngW_TTL_EST60,T_65y_SpAPIL_SpEngW_TTL_MOE60,T_65y_SpAPIL_SpEngNoW_TTL_EST61,T_65y_SpAPIL_SpEngNoW_TTL_MOE61,T_65y_SpAPIL_SpEngNoA_TTL_EST62,T_65y_SpAPIL_SpEngNoA_TTL_MOE62,T_65y_SpOthL_TTL_EST63,T_65y_SpOthL_TTL_MOE63,T_65y_SpOthL_SpEngVW_TTL_EST64,T_65y_SpOthL_SpEngVW_TTL_MOE64,T_65y_SpOthL_SpEngW_TTL_EST65,T_65y_SpOthL_SpEngW_TTL_MOE65,T_65y_SpOthL_SpEngNoW_TTL_EST66,T_65y_SpOthL_SpEngNoW_TTL_MOE66,T_65y_SpOthL_SpEngNoA_TTL_EST67,T_65y_SpOthL_SpEngNoA_TTL_MOE67,GEOID,ANSICODE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
"Madison County, Alabama",Madison County, Alabama,41106,"±2,074",5346,±738,5232,±731,80,±69,39,±47,25,±39,16,±22,0,±30,34,±62,34,±62,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,25371,"±1,597",24858,"±1,594",214,±97,162,±82,10,±15,42,±38,0,±30,255,±114,202,±108,32,±52,21,±33,0,±30,44,±72,44,±72,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,10389,±917,10310,±904,20,±19,16,±17,4,±7,0,±30,0,±30,59,±59,59,±59,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,1089,161570,2076137992,28784634,801.601,11.114,34.764238,-86.55108
"Madison County, Idaho",Madison County, Idaho,14621,"±1,573",3258,±588,3258,±588,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,9665,"±1,325",8563,"±1,122",941,±672,941,±672,0,±30,0,±30,0,±30,89,±66,89,±66,0,±30,0,±30,0,±30,72,±88,72,±88,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,1698,±247,1574,±245,113,±87,16,±26,97,±96,0,±30,0,±30,7,±8,7,±8,0,±30,0,±30,0,±30,4,±6,4,±6,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,16065,394803,1215396274,10500950,469.267,4.054,43.788614,-111.656993
"Madison County, Illinois",Madison County, Illinois,26245,"±1,709",3409,±546,3409,±546,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,15492,"±1,211",15469,"±1,205",18,±23,9,±15,9,±16,0,±28,0,±28,5,±9,0,±28,0,±28,5,±9,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,7344,±488,7309,±487,10,±17,10,±17,0,±28,0,±28,0,±28,25,±29,25,±29,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,17119,424258,1853175882,63522162,715.515,24.526,38.82712,-89.900227
"Madison County, Indiana",Madison County, Indiana,13123,"±1,026",1726,±331,1726,±331,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,7753,±761,7618,±760,91,±64,83,±62,8,±14,0,±29,0,±29,19,±21,19,±21,0,±29,0,±29,0,±29,25,±41,25,±41,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,3644,±485,3593,±481,27,±34,27,±34,0,±29,0,±29,0,±29,24,±20,24,±20,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,18095,450370,1170470195,2546731,451.921,0.983,40.166203,-85.722454
"Madison County, Kentucky",Madison County, Kentucky,11585,"±1,311",1394,±315,1367,±308,9,±14,9,±14,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,18,±25,18,±25,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,7462,"±1,059",7424,"±1,062",24,±30,24,±30,0,±29,0,±29,0,±29,14,±22,14,±22,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,2729,±332,2725,±330,4,±7,0,±29,0,±29,4,±7,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,21151,516919,1134231010,13798845,437.929,5.328,37.725511,-84.278362
"Madison County, Mississippi",Madison County, Mississippi,9741,±944,1353,±289,1328,±282,25,±38,25,±38,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,5933,±762,5882,±757,21,±23,21,±23,0,±33,0,±33,0,±33,21,±26,11,±18,0,±33,10,±19,0,±33,9,±16,9,±16,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,2455,±406,2455,±406,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,0,±33,28089,695768,1850178077,71698127,714.358,27.683,32.63437,-90.03416
"Madison County, New York",Madison County, New York,9730,±798,1168,±267,1128,±268,0,±30,0,±30,0,±30,0,±30,0,±30,40,±38,29,±33,11,±15,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,5566,±601,5515,±602,20,±21,3,±5,17,±21,0,±30,0,±30,31,±19,23,±21,7,±8,1,±2,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,2996,±316,2970,±309,15,±22,15,±22,0,±30,0,±30,0,±30,8,±10,8,±10,0,±30,0,±30,0,±30,3,±4,3,±4,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,36053,974125,1696054036,16691322,654.85,6.445,42.910026,-75.663575
"Madison County, Tennessee",Madison County, Tennessee,8141,"±1,003",1080,±280,1080,±280,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,4870,±734,4822,±720,29,±47,29,±47,0,±31,0,±31,0,±31,19,±26,19,±26,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,2191,±308,2187,±308,4,±8,4,±8,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,47113,1639769,1443073935,3757608,557.174,1.451,35.606056,-88.833424
"Mahoning County, Ohio",Mahoning County, Ohio,16854,"±1,102",1566,±376,1548,±372,18,±31,18,±31,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,9214,±757,9108,±749,49,±49,49,±49,0,±29,0,±29,0,±29,57,±70,57,±70,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,6074,±604,6064,±607,0,±29,0,±29,0,±29,0,±29,0,±29,7,±11,7,±11,0,±29,0,±29,0,±29,3,±9,3,±9,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,39099,1074062,1065746923,35461887,411.487,13.692,41.01088,-80.770396
"Manatee County, Florida",Manatee County, Florida,44543,"±2,453",4688,"±1,125",4614,"±1,118",42,±49,42,±49,0,±34,0,±34,0,±34,32,±64,32,±64,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,20802,"±1,440",20573,"±1,443",174,±118,168,±117,6,±9,0,±34,0,±34,32,±38,27,±35,5,±10,0,±34,0,±34,10,±16,10,±16,0,±34,0,±34,0,±34,13,±25,13,±25,0,±34,0,±34,0,±34,19053,"±1,165",18803,"±1,158",49,±56,36,±54,13,±20,0,±34,0,±34,191,±112,175,±110,16,±26,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,10,±16,10,±16,0,±34,0,±34,0,±34,12081,295744,1923744063,573084393,742.762,221.269,27.475556,-82.393144
"Marathon County, Wisconsin",Marathon County, Wisconsin,7025,±693,1458,±397,1399,±400,27,±17,23,±15,0,±22,4,±5,0,±22,32,±34,14,±22,15,±22,3,±5,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,3910,±457,3855,±445,20,±16,20,±16,0,±22,0,±22,0,±22,13,±11,9,±10,4,±5,0,±22,0,±22,2,±2,2,±2,0,±22,0,±22,0,±22,20,±35,20,±35,0,±22,0,±22,0,±22,1657,±316,1655,±316,0,±22,0,±22,0,±22,0,±22,0,±22,2,±3,2,±3,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,0,±22,55073,1581096,4002033767,80653069,1545.194,31.14,44.898036,-89.757823
"Maricopa County, Arizona",Maricopa County, Arizona,362524,"±6,616",48767,"±2,656",47719,"±2,691",770,±332,644,±315,97,±85,29,±36,0,±31,201,±99,195,±98,0,±31,6,±10,0,±31,77,±64,77,±64,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,208283,"±4,630",202966,"±4,513",3737,±640,3195,±541,445,±286,97,±53,0,±31,1184,±307,1131,±308,22,±26,31,±29,0,±31,306,±143,236,±109,60,±88,10,±12,0,±31,90,±100,65,±90,0,±31,25,±43,0,±31,105474,"±2,428",103542,"±2,397",1197,±225,934,±204,81,±45,182,±111,0,±31,632,±200,579,±192,48,±33,5,±7,0,±31,79,±51,65,±43,14,±23,0,±31,0,±31,24,±29,24,±29,0,±31,0,±31,0,±31,4013,37026,23833110968,62124304,9202.016,23.986,33.345176,-112.49893
"Marin County, California",Marin County, California,32683,"±1,443",4567,±643,4498,±636,15,±27,0,±31,15,±27,0,±31,0,±31,54,±50,54,±50,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,16876,±992,16284,±973,303,±128,278,±128,25,±39,0,±31,0,±31,124,±66,115,±63,9,±15,0,±31,0,±31,126,±98,94,±84,32,±48,0,±31,0,±31,39,±62,39,±62,0,±31,0,±31,0,±31,11240,±689,10964,±704,154,±69,147,±68,7,±13,0,±31,0,±31,110,±61,110,±61,0,±31,0,±31,0,±31,12,±19,12,±19,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6041,277285,1347890152,797077336,520.423,307.753,38.051367,-122.746396
"Marion County, Florida",Marion County, Florida,36457,"±2,408",3574,±675,3517,±661,57,±52,57,±52,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,16206,"±1,377",16041,"±1,372",97,±84,65,±77,23,±29,9,±14,0,±34,52,±49,52,±49,0,±34,0,±34,0,±34,16,±29,16,±29,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,16677,"±1,144",16589,"±1,143",0,±34,0,±34,0,±34,0,±34,0,±34,36,±34,36,±34,0,±34,0,±34,0,±34,26,±45,26,±45,0,±34,0,±34,0,±34,26,±32,26,±32,0,±34,0,±34,0,±34,12083,306922,4113994500,192281277,1588.422,74.24,29.202805,-82.0431
"Marion County, Indiana",Marion County, Indiana,65675,"±2,519",6626,±902,6370,±911,160,±94,124,±85,36,±56,0,±29,0,±29,78,±93,78,±93,0,±29,0,±29,0,±29,18,±21,18,±21,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,42136,"±1,769",41399,"±1,718",355,±139,249,±105,66,±68,40,±39,0,±29,239,±138,228,±137,6,±10,5,±8,0,±29,7,±11,7,±11,0,±29,0,±29,0,±29,136,±186,136,±186,0,±29,0,±29,0,±29,16913,"±1,047",16670,"±1,067",134,±115,116,±117,2,±3,16,±17,0,±29,60,±49,40,±43,20,±25,0,±29,0,±29,49,±56,49,±56,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,18097,450371,1027084080,16703563,396.559,6.449,39.782976,-86.135794
"Marion County, Ohio",Marion County, Ohio,7842,±910,723,±342,723,±342,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,5192,±717,5104,±740,0,±29,0,±29,0,±29,0,±29,0,±29,88,±100,79,±99,0,±29,9,±15,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,1927,±286,1918,±285,7,±11,7,±11,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,2,±3,2,±3,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,39101,1074063,1045855303,908577,403.807,0.351,40.588034,-83.168803
"Marion County, Oregon",Marion County, Oregon,33877,"±2,130",3777,±697,3677,±692,93,±72,93,±72,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,7,±13,7,±13,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,19645,"±1,374",19179,"±1,389",263,±126,166,±95,24,±26,73,±76,0,±30,102,±73,100,±72,0,±30,0,±30,2,±4,18,±16,18,±16,0,±30,0,±30,0,±30,83,±89,48,±78,35,±51,0,±30,0,±30,10455,±742,10389,±745,36,±30,22,±26,0,±30,14,±16,0,±30,30,±27,17,±16,0,±30,13,±21,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,41047,1135859,3058371467,26476522,1180.844,10.223,44.900898,-122.57626
"Marquette County, Michigan",Marquette County, Michigan,8134,±660,918,±196,879,±193,39,±46,39,±46,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,4906,±493,4897,±491,9,±15,9,±15,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,2310,±262,2284,±259,1,±2,1,±2,0,±26,0,±26,0,±26,18,±22,14,±21,4,±7,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,7,±11,7,±11,0,±26,0,±26,0,±26,26103,1622994,4685420990,4185337774,1809.051,1615.968,46.656596,-87.584028
"Marshall County, Alabama",Marshall County, Alabama,7940,"±1,035",1211,±394,1211,±394,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,4591,±706,4545,±715,9,±8,5,±6,4,±5,0,±30,0,±30,1,±2,1,±2,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,36,±42,36,±42,0,±30,0,±30,0,±30,2138,±336,2136,±336,1,±2,1,±2,0,±30,0,±30,0,±30,1,±2,1,±2,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,1095,161574,1465531833,148497637,565.845,57.335,34.309564,-86.321668
"Martin County, Florida",Martin County, Florida,18249,"±1,484",1392,±430,1374,±427,0,±34,0,±34,0,±34,0,±34,0,±34,18,±25,18,±25,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,8891,"±1,042",8742,"±1,030",94,±101,94,±101,0,±34,0,±34,0,±34,40,±67,40,±67,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,15,±24,15,±24,0,±34,0,±34,0,±34,7966,±776,7850,±772,79,±65,63,±63,0,±34,16,±25,0,±34,33,±37,14,±22,19,±30,0,±34,0,±34,4,±7,4,±7,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,12085,308550,1408493389,542089457,543.822,209.302,27.083604,-80.398201
"Mason County, Washington",Mason County, Washington,7931,±913,620,±205,620,±205,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,4136,±606,4114,±602,7,±7,4,±6,0,±30,3,±5,0,±30,15,±20,15,±20,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,3175,±461,3140,±455,0,±30,0,±30,0,±30,0,±30,0,±30,35,±52,0,±30,0,±30,35,±52,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,53045,1529221,2485231719,236957000,959.553,91.49,47.350832,-123.173103
"Matanuska-Susitna Borough, Alaska",Matanuska-Susitna Borough, Alaska,9445,±657,1783,±344,1775,±344,4,±5,4,±5,0,±23,0,±23,0,±23,4,±6,4,±6,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,5770,±408,5532,±397,115,±56,115,±56,0,±23,0,±23,0,±23,76,±40,66,±38,10,±14,0,±23,0,±23,21,±28,11,±14,10,±21,0,±23,0,±23,26,±19,26,±19,0,±23,0,±23,0,±23,1892,±196,1872,±194,10,±12,10,±12,0,±23,0,±23,0,±23,10,±16,10,±16,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,2170,1419976,63991523362,1445856740,24707.266,558.248,62.265626,-149.503993
"Maui County, Hawaii",Maui County, Hawaii,8318,±789,758,±231,705,±209,0,±28,0,±28,0,±28,0,±28,0,±28,39,±56,39,±56,0,±28,0,±28,0,±28,14,±20,14,±20,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,4345,±494,4181,±484,26,±32,26,±32,0,±28,0,±28,0,±28,48,±60,48,±60,0,±28,0,±28,0,±28,90,±68,90,±68,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,3215,±349,3098,±354,77,±101,77,±101,0,±28,0,±28,0,±28,10,±17,10,±17,0,±28,0,±28,0,±28,20,±23,20,±23,0,±28,0,±28,0,±28,10,±16,0,±28,10,±16,0,±28,0,±28,15009,365283,3008374292,3203268772,1161.54,1236.789,20.855931,-156.60155
"Maury County, Tennessee",Maury County, Tennessee,8468,"±1,010",981,±302,981,±302,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,5328,±786,5283,±772,45,±58,45,±58,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,2159,±332,2051,±340,41,±69,41,±69,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,67,±104,67,±104,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,47119,1639772,1588022047,6318294,613.139,2.44,35.615696,-87.077763
"McCracken County, Kentucky",McCracken County, Kentucky,15827,"±1,601",2959,±645,2959,±645,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,8883,"±1,076",8878,"±1,074",5,±8,5,±8,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,3985,±540,3925,±547,12,±20,0,±29,12,±20,0,±29,0,±29,39,±36,16,±25,23,±27,0,±29,0,±29,9,±18,9,±18,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,21145,516925,644351557,49602861,248.786,19.152,37.054111,-88.712454
